episode,step,reward,T,H_swarm,S_t,diversity,w_t,phase,progress,stability
0,0,0.16239284849816465,0.75,1.3862943611198846,0.0007001722195526522,0.03633489525742447,0.4262163581318481,1,0.12867895136708699,0.23640422650443282
0,1,0.20933495617024866,0.75,1.386281331431762,0.0007001717584162999,0.03673146826212116,0.42621317142129245,1,0.17332225763547587,0.3000201770535277
0,2,0.17801207431534466,0.75,1.3862684578431035,0.000700154176952703,0.036747451665472435,0.4262100145180504,1,0.22279306726676829,0.26298282469545775
0,3,0.18264295440323697,0.7,1.3862943611198846,0.0007001722195526527,0.03638937495624124,0.40798409882467046,1,0.2565603226413948,0.23339608448893018
0,4,0.19903005490574757,0.75,1.3862772530362795,0.0007001723700085801,0.036663329245602116,0.4262121743266665,1,0.2743724060020693,0.23093697501639954
0,5,0.20690411850521087,0.8,1.3862678456368887,0.0007001552885357025,0.03676404512539598,0.4446448750837256,1,0.2889298161734962,0.23777397345270798
0,6,0.25168856799414946,0.8500000000000001,1.3862175464466147,0.0007001365160199148,0.036377976038477665,0.4632210053799499,1,0.329354949867923,0.2664886268232676
0,7,0.27108231951048206,0.8500000000000001,1.3862356199957688,0.0007001303025030036,0.03678148944551728,0.4632254962322834,1,0.35270300313305686,0.3000037275241978
0,8,0.29022787095346414,0.9000000000000001,1.386174993632612,0.0007001259206531205,0.03661655867294898,0.481901721653225,1,0.3836431261106656,0.3225687350306597
0,9,0.28005755302120494,0.9500000000000002,1.3860439149199868,0.0007001182972983726,0.03669072981772187,0.5006110375744574,1,0.3990658678539922,0.33477068626536016
0,10,0.28974317569197466,1.0000000000000002,1.3859899091665442,0.0006999826121500312,0.036624207990221196,0.5193378180678181,1,0.416974112105275,0.3431784361662154
0,11,0.2886679303091198,1.0500000000000003,1.3862943611198844,0.0007001722195526525,0.036728371598992,0.5380996785026854,1,0.45912070333033844,0.31673216325661463
0,12,0.3115014021845327,1.1000000000000003,1.3862608119778679,0.0007001716097388504,0.03653024600999235,0.5566707315232401,1,0.47782456699341075,0.3345719179572279
0,13,0.30800691138033337,1.1000000000000003,1.3862428179098751,0.0007001385295675733,0.03678566263451503,0.5566662744633148,1,0.5052339116723695,0.31971115570461855
0,14,0.36292552387412297,1.1500000000000004,1.3861621423796564,0.0007000954829436889,0.03650844638549437,0.5750687806949815,1,0.5430470256793738,0.3523557120079116
0,15,0.3516383815576207,1.1500000000000004,1.3861991040524406,0.0007002279219950206,0.03678549623211641,0.5750778775236854,1,0.5976272325147434,0.3419582951724113
0,16,0.37897093784853514,1.2000000000000004,1.3860593139038158,0.0007002882970907765,0.03643243413340943,0.5932603136197275,1,0.6307782701620871,0.3555320992790008
0,17,0.4219225461212837,1.2000000000000004,1.3862943611198844,0.0007001722195526524,0.03676137695795967,0.593316973843189,1,0.6607337288308862,0.3920968486297642
0,18,0.47279262544647843,1.2000000000000004,1.386229093357471,0.0007001695942799111,0.03644447127741131,0.5933012238951778,1,0.7146849494327063,0.4563954855779865
0,19,0.5040710458633327,1.2000000000000004,1.3862943611198844,0.0007001722195526523,0.036787506764947984,0.593316973843189,1,0.7528437697651345,0.5097784598575962
0,20,0.4716099418636316,1.2000000000000004,1.3862010453637463,0.0007001725789834356,0.036386056969374574,0.5932944574805368,1,0.7811457506874058,0.49717213862889753
0,21,0.47915010274505065,1.1500000000000004,1.3861673366976155,0.0007000836765301547,0.03676941601076256,0.5750700442321866,1,0.8244354469820078,0.4645864131741583
0,22,0.5373316045618527,1.2000000000000004,1.3862943611198844,0.0007001722195526521,0.0367823004872644,0.593316973843189,1,0.8676390568528262,0.5009199394024074
0,23,0.5605907790312219,1.2000000000000004,1.386188254967173,0.0007001692684897793,0.0367226103761662,0.5932913696058555,1,0.8981593465954251,0.5377568013101728
0,24,0.5845851849423765,1.2000000000000004,1.3858467930158915,0.0007001548572381312,0.03666095648662952,0.5932089663776962,1,0.9219802761483491,0.585976914943456
